Date,Crop,Market,Price
23-03-2025,cabbage,Thambuththegama,235.0
23-03-2025,cabbage,Veyangoda,210.0
23-03-2025,tomato,Peliyagoda,215.0
23-03-2025,tomato,Kandy,190.0
23-03-2025,tomato,Dambulla,150.0
23-03-2025,tomato,Meegoda,200.0
23-03-2025,tomato,Norochchole,145.0
23-03-2025,tomato,Thambuththegama,180.0
23-03-2025,tomato,Keppetipola,170.0
23-03-2025,tomato,Nuwaraeliya,235.0
23-03-2025,tomato,Bandarawela,190.0
23-03-2025,tomato,Veyangoda,190.0
23-03-2025,beans,Peliyagoda,285.0
23-03-2025,beans,Kandy,260.0
23-03-2025,beans,Dambulla,255.0
23-03-2025,beans,Meegoda,275.0
23-03-2025,beans,Norochchole,200.0
23-03-2025,beans,Thambuththegama,225.0
23-03-2025,beans,Bandarawela,265.0
23-03-2025,beans,Veyangoda,260.0
23-04-2025,beans,Peliyagoda,450.0
23-04-2025,beans,Kandy,375.0
23-04-2025,beans,Dambulla,385.0
23-04-2025,beans,Meegoda,530.0
23-04-2025,beans,Thambuththegama,500.0
23-04-2025,beans,Keppetipola,425.0
23-04-2025,beans,Bandarawela,460.0
23-04-2025,beans,Veyangoda,530.0
23-04-2025,carrot,Peliyagoda,375.0
23-04-2025,carrot,Kandy,335.0
23-04-2025,carrot,Dambulla,350.0
23-04-2025,carrot,Meegoda,425.0
23-04-2025,carrot,Thambuththegama,400.0
23-04-2025,carrot,Keppetipola,375.0
23-04-2025,carrot,Bandarawela,365.0
23-04-2025,carrot,Veyangoda,420.0
23-04-2025,beetroot,Peliyagoda,415.0
23-04-2025,beetroot,Kandy,345.0
23-04-2025,beetroot,Dambulla,225.0
23-04-2025,beetroot,Meegoda,370.0
23-04-2025,beetroot,Norochchole,290.0
23-04-2025,beetroot,Thambuththegama,375.0
23-04-2025,beetroot,Veyangoda,375.0
23-04-2025,beetroot,Peliyagoda,515.0
23-04-2025,beetroot,Kandy,365.0
23-04-2025,beetroot,Dambulla,325.0
23-04-2025,beetroot,Keppetipola,335.0
23-04-2025,beetroot,Bandarawela,365.0
23-04-2025,cabbage,Kandy,295.0
23-04-2025,cabbage,Meegoda,330.0
23-04-2025,cabbage,Keppetipola,235.0
23-04-2025,cabbage,Bandarawela,255.0
23-04-2025,cabbage,Veyangoda,355.0
23-04-2025,cabbage,Peliyagoda,300.0
23-04-2025,cabbage,Kandy,260.0
23-04-2025,cabbage,Dambulla,235.0
23-04-2025,cabbage,Thambuththegama,325.0
23-04-2025,cabbage,Veyangoda,330.0
23-04-2025,tomato,Peliyagoda,575.0
23-04-2025,tomato,Kandy,625.0
23-04-2025,tomato,Dambulla,475.0
23-04-2025,tomato,Meegoda,585.0
23-04-2025,tomato,Thambuththegama,460.0
23-04-2025,tomato,Keppetipola,475.0
23-04-2025,tomato,Bandarawela,475.0
23-04-2025,tomato,Veyangoda,575.0
23-04-2025,beans,Peliyagoda,300.0
23-04-2025,beans,Kandy,175.0
23-04-2025,beans,Dambulla,175.0
23-04-2025,beans,Meegoda,235.0
23-04-2025,beans,Norochchole,140.0
23-04-2025,beans,Thambuththegama,145.0
23-04-2025,beans,Bandarawela,190.0
23-04-2025,beans,Veyangoda,190.0
24-02-2025,beans,Peliyagoda,190.0
24-02-2025,beans,Kandy,240.0
24-02-2025,beans,Dambulla,190.0
24-02-2025,beans,Meegoda,210.0
24-02-2025,beans,Thambuththegama,225.0
24-02-2025,beans,Keppetipola,175.0
24-02-2025,beans,Nuwaraeliya,180.0
24-02-2025,beans,Veyangoda,190.0
24-02-2025,carrot,Peliyagoda,875.0
24-02-2025,carrot,Kandy,675.0
24-02-2025,carrot,Dambulla,725.0
24-02-2025,carrot,Meegoda,725.0
24-02-2025,carrot,Thambuththegama,875.0
24-02-2025,carrot,Keppetipola,650.0
24-02-2025,carrot,Nuwaraeliya,820.0
24-02-2025,carrot,Veyangoda,615.0
24-02-2025,beetroot,Peliyagoda,200.0
24-02-2025,beetroot,Kandy,190.0
24-02-2025,beetroot,Dambulla,165.0
24-02-2025,beetroot,Meegoda,195.0
24-02-2025,beetroot,Norochchole,155.0
24-02-2025,beetroot,Thambuththegama,300.0
24-02-2025,beetroot,Veyangoda,175.0
24-02-2025,beetroot,Kandy,255.0
24-02-2025,beetroot,Dambulla,190.0
24-02-2025,beetroot,Keppetipola,210.0
24-02-2025,beetroot,Nuwaraeliya,215.0
24-02-2025,cabbage,Kandy,290.0
24-02-2025,cabbage,Meegoda,320.0
24-02-2025,cabbage,Keppetipola,265.0
24-02-2025,cabbage,Nuwaraeliya,315.0
24-02-2025,cabbage,Veyangoda,330.0
24-02-2025,cabbage,Peliyagoda,325.0
24-02-2025,cabbage,Kandy,255.0
24-02-2025,cabbage,Dambulla,275.0
24-02-2025,cabbage,Norochchole,230.0
24-02-2025,cabbage,Thambuththegama,325.0
24-02-2025,cabbage,Veyangoda,290.0
24-02-2025,tomato,Peliyagoda,135.0
24-02-2025,tomato,Kandy,110.0
24-02-2025,tomato,Dambulla,95.0
24-02-2025,tomato,Meegoda,105.0
24-02-2025,tomato,Norochchole,75.0
24-02-2025,tomato,Thambuththegama,110.0
24-02-2025,tomato,Keppetipola,100.0
24-02-2025,tomato,Nuwaraeliya,115.0
24-02-2025,tomato,Veyangoda,105.0
24-02-2025,beans,Peliyagoda,140.0
24-02-2025,beans,Kandy,135.0
24-02-2025,beans,Dambulla,110.0
24-02-2025,beans,Meegoda,125.0
24-02-2025,beans,Norochchole,90.0
24-02-2025,beans,Thambuththegama,125.0
24-02-2025,beans,Veyangoda,140.0
24-03-2025,beans,Peliyagoda,425.0
24-03-2025,beans,Kandy,475.0
24-03-2025,beans,Dambulla,525.0
24-03-2025,beans,Meegoda,520.0
24-03-2025,beans,Thambuththegama,525.0
24-03-2025,beans,Keppetipola,475.0
24-03-2025,beans,Nuwaraeliya,500.0
24-03-2025,beans,Veyangoda,475.0
24-03-2025,carrot,Peliyagoda,600.0
24-03-2025,carrot,Kandy,475.0
24-03-2025,carrot,Dambulla,515.0
24-03-2025,carrot,Meegoda,545.0
24-03-2025,carrot,Thambuththegama,575.0
24-03-2025,carrot,Keppetipola,425.0
24-03-2025,carrot,Nuwaraeliya,565.0
24-03-2025,carrot,Veyangoda,495.0
24-03-2025,beetroot,Peliyagoda,135.0
24-03-2025,beetroot,Kandy,130.0
24-03-2025,beetroot,Dambulla,155.0
24-03-2025,beetroot,Meegoda,140.0
24-03-2025,beetroot,Norochchole,135.0
24-03-2025,beetroot,Thambuththegama,165.0
24-03-2025,beetroot,Veyangoda,135.0
24-03-2025,beetroot,Peliyagoda,160.0
24-03-2025,beetroot,Kandy,175.0
24-03-2025,beetroot,Dambulla,205.0
24-03-2025,beetroot,Keppetipola,145.0
24-03-2025,beetroot,Nuwaraeliya,130.0
24-03-2025,cabbage,Kandy,275.0
24-03-2025,cabbage,Meegoda,215.0
24-03-2025,cabbage,Thambuththegama,260.0
24-03-2025,cabbage,Keppetipola,170.0
24-03-2025,cabbage,Nuwaraeliya,215.0
24-03-2025,cabbage,Veyangoda,235.0
24-03-2025,cabbage,Peliyagoda,250.0
24-03-2025,cabbage,Kandy,230.0
24-03-2025,cabbage,Dambulla,200.0
24-03-2025,cabbage,Norochchole,170.0
24-03-2025,cabbage,Thambuththegama,235.0
24-03-2025,cabbage,Veyangoda,210.0
24-03-2025,tomato,Peliyagoda,225.0
24-03-2025,tomato,Kandy,190.0
24-03-2025,tomato,Dambulla,175.0
24-03-2025,tomato,Meegoda,200.0
24-03-2025,tomato,Norochchole,140.0
24-03-2025,tomato,Thambuththegama,140.0
24-03-2025,tomato,Keppetipola,185.0
24-03-2025,tomato,Nuwaraeliya,200.0
24-03-2025,tomato,Veyangoda,180.0
24-03-2025,beans,Peliyagoda,275.0
24-03-2025,beans,Kandy,265.0
24-03-2025,beans,Dambulla,250.0
24-03-2025,beans,Meegoda,265.0
24-03-2025,beans,Norochchole,200.0
24-03-2025,beans,Thambuththegama,195.0
24-03-2025,beans,Veyangoda,250.0
24-04-2025,beans,Peliyagoda,450.0
24-04-2025,beans,Kandy,375.0
24-04-2025,beans,Dambulla,360.0
24-04-2025,beans,Meegoda,550.0
24-04-2025,beans,Thambuththegama,475.0
24-04-2025,beans,Keppetipola,525.0
24-04-2025,beans,Nuwaraeliya,550.0
24-04-2025,beans,Bandarawela,440.0
24-04-2025,beans,Veyangoda,515.0
24-04-2025,carrot,Peliyagoda,330.0
24-04-2025,carrot,Kandy,335.0
24-04-2025,carrot,Dambulla,350.0
24-04-2025,carrot,Meegoda,425.0
24-04-2025,carrot,Thambuththegama,435.0
24-04-2025,carrot,Keppetipola,335.0
24-04-2025,carrot,Nuwaraeliya,375.0
24-04-2025,carrot,Bandarawela,360.0
24-04-2025,carrot,Veyangoda,425.0
24-04-2025,beetroot,Peliyagoda,415.0
24-04-2025,beetroot,Kandy,340.0
24-04-2025,beetroot,Dambulla,225.0
24-04-2025,beetroot,Meegoda,405.0
24-04-2025,beetroot,Norochchole,275.0
24-04-2025,beetroot,Thambuththegama,375.0
24-04-2025,beetroot,Veyangoda,355.0
24-04-2025,beetroot,Peliyagoda,515.0
24-04-2025,beetroot,Kandy,365.0
24-04-2025,beetroot,Dambulla,345.0
24-04-2025,beetroot,Keppetipola,310.0
24-04-2025,beetroot,Nuwaraeliya,320.0
24-04-2025,beetroot,Bandarawela,365.0
24-04-2025,cabbage,Kandy,275.0
24-04-2025,cabbage,Meegoda,300.0
24-04-2025,cabbage,Keppetipola,280.0
24-04-2025,cabbage,Nuwaraeliya,280.0
24-04-2025,cabbage,Bandarawela,255.0
24-04-2025,cabbage,Veyangoda,320.0
24-04-2025,cabbage,Peliyagoda,290.0
24-04-2025,cabbage,Kandy,240.0
24-04-2025,cabbage,Dambulla,240.0
24-04-2025,cabbage,Thambuththegama,325.0
24-04-2025,cabbage,Veyangoda,290.0
24-04-2025,tomato,Peliyagoda,525.0
24-04-2025,tomato,Kandy,575.0
24-04-2025,tomato,Dambulla,490.0
24-04-2025,tomato,Meegoda,575.0
24-04-2025,tomato,Thambuththegama,450.0
24-04-2025,tomato,Keppetipola,525.0
24-04-2025,tomato,Nuwaraeliya,560.0
24-04-2025,tomato,Bandarawela,505.0
24-04-2025,tomato,Veyangoda,535.0
24-04-2025,beans,Peliyagoda,285.0
24-04-2025,beans,Kandy,175.0
24-04-2025,beans,Dambulla,130.0
24-04-2025,beans,Meegoda,235.0
24-04-2025,beans,Norochchole,190.0
24-04-2025,beans,Thambuththegama,165.0
24-04-2025,beans,Bandarawela,215.0
24-04-2025,beans,Veyangoda,190.0
25-02-2025,beans,Peliyagoda,190.0
25-02-2025,beans,Kandy,175.0
25-02-2025,beans,Dambulla,185.0
25-02-2025,beans,Meegoda,230.0
25-02-2025,beans,Thambuththegama,225.0
25-02-2025,beans,Keppetipola,150.0
25-02-2025,beans,Nuwaraeliya,165.0
25-02-2025,beans,Bandarawela,160.0
25-02-2025,beans,Veyangoda,200.0
25-02-2025,carrot,Peliyagoda,875.0
25-02-2025,carrot,Kandy,850.0
25-02-2025,carrot,Dambulla,850.0
25-02-2025,carrot,Meegoda,875.0
25-02-2025,carrot,Thambuththegama,975.0
25-02-2025,carrot,Keppetipola,675.0
25-02-2025,carrot,Nuwaraeliya,820.0
25-02-2025,carrot,Bandarawela,740.0
25-02-2025,carrot,Veyangoda,790.0
25-02-2025,beetroot,Peliyagoda,200.0
25-02-2025,beetroot,Kandy,190.0
25-02-2025,beetroot,Dambulla,125.0
25-02-2025,beetroot,Meegoda,185.0
25-02-2025,beetroot,Norochchole,145.0
25-02-2025,beetroot,Thambuththegama,200.0
25-02-2025,beetroot,Veyangoda,180.0
25-02-2025,beetroot,Kandy,245.0
25-02-2025,beetroot,Dambulla,180.0
25-02-2025,beetroot,Keppetipola,230.0
25-02-2025,beetroot,Nuwaraeliya,215.0
25-02-2025,beetroot,Bandarawela,230.0
25-02-2025,cabbage,Kandy,310.0
25-02-2025,cabbage,Meegoda,315.0
25-02-2025,cabbage,Keppetipola,270.0
25-02-2025,cabbage,Nuwaraeliya,315.0
25-02-2025,cabbage,Bandarawela,255.0
25-02-2025,cabbage,Veyangoda,315.0
25-02-2025,cabbage,Peliyagoda,315.0
25-02-2025,cabbage,Kandy,280.0
25-02-2025,cabbage,Dambulla,285.0
25-02-2025,cabbage,Norochchole,275.0
25-02-2025,cabbage,Thambuththegama,325.0
25-02-2025,cabbage,Veyangoda,290.0
25-02-2025,tomato,Peliyagoda,110.0
25-02-2025,tomato,Kandy,95.0
25-02-2025,tomato,Dambulla,90.0
25-02-2025,tomato,Meegoda,105.0
25-02-2025,tomato,Norochchole,75.0
25-02-2025,tomato,Thambuththegama,110.0
25-02-2025,tomato,Keppetipola,90.0
25-02-2025,tomato,Nuwaraeliya,105.0
25-02-2025,tomato,Bandarawela,105.0
25-02-2025,tomato,Veyangoda,105.0
25-02-2025,beans,Peliyagoda,140.0
25-02-2025,beans,Kandy,130.0
25-02-2025,beans,Dambulla,100.0
25-02-2025,beans,Meegoda,140.0
25-02-2025,beans,Norochchole,90.0
25-02-2025,beans,Thambuththegama,110.0
25-02-2025,beans,Bandarawela,135.0
25-02-2025,beans,Veyangoda,135.0
25-03-2025,beans,Peliyagoda,500.0
25-03-2025,beans,Kandy,475.0
25-03-2025,beans,Dambulla,400.0
25-03-2025,beans,Meegoda,545.0
25-03-2025,beans,Thambuththegama,525.0
25-03-2025,beans,Keppetipola,475.0
25-03-2025,beans,Nuwaraeliya,500.0
25-03-2025,beans,Bandarawela,475.0
25-03-2025,beans,Veyangoda,525.0
25-03-2025,carrot,Peliyagoda,550.0
25-03-2025,carrot,Kandy,575.0
25-03-2025,carrot,Dambulla,615.0
25-03-2025,carrot,Meegoda,590.0
25-03-2025,carrot,Thambuththegama,640.0
25-03-2025,carrot,Keppetipola,500.0
25-03-2025,carrot,Nuwaraeliya,615.0
25-03-2025,carrot,Bandarawela,525.0
25-03-2025,carrot,Veyangoda,550.0
25-03-2025,beetroot,Peliyagoda,140.0
25-03-2025,beetroot,Kandy,140.0
25-03-2025,beetroot,Dambulla,135.0
25-03-2025,beetroot,Meegoda,150.0
25-03-2025,beetroot,Norochchole,125.0
25-03-2025,beetroot,Thambuththegama,185.0
25-03-2025,beetroot,Veyangoda,155.0
25-03-2025,beetroot,Peliyagoda,185.0
25-03-2025,beetroot,Kandy,190.0
25-03-2025,beetroot,Dambulla,175.0
25-03-2025,beetroot,Keppetipola,165.0
25-03-2025,beetroot,Nuwaraeliya,125.0
25-03-2025,beetroot,Bandarawela,150.0
25-03-2025,cabbage,Kandy,255.0
25-03-2025,cabbage,Meegoda,230.0
25-03-2025,cabbage,Thambuththegama,270.0
25-03-2025,cabbage,Keppetipola,170.0
25-03-2025,cabbage,Nuwaraeliya,225.0
25-03-2025,cabbage,Bandarawela,160.0
25-03-2025,cabbage,Veyangoda,265.0
25-03-2025,cabbage,Peliyagoda,275.0
25-03-2025,cabbage,Kandy,215.0
25-03-2025,cabbage,Dambulla,220.0
25-03-2025,cabbage,Norochchole,170.0
25-03-2025,cabbage,Thambuththegama,245.0
25-03-2025,cabbage,Veyangoda,240.0
25-03-2025,tomato,Peliyagoda,225.0
25-03-2025,tomato,Kandy,190.0
25-03-2025,tomato,Dambulla,140.0
25-03-2025,tomato,Meegoda,200.0
25-03-2025,tomato,Norochchole,190.0
25-03-2025,tomato,Thambuththegama,130.0
25-03-2025,tomato,Keppetipola,175.0
25-03-2025,tomato,Nuwaraeliya,190.0
25-03-2025,tomato,Bandarawela,170.0
25-03-2025,tomato,Veyangoda,180.0
25-03-2025,beans,Peliyagoda,275.0
25-03-2025,beans,Kandy,265.0
25-03-2025,beans,Dambulla,190.0
25-03-2025,beans,Meegoda,275.0
25-03-2025,beans,Norochchole,190.0
25-03-2025,beans,Thambuththegama,190.0
25-03-2025,beans,Bandarawela,265.0
25-03-2025,beans,Veyangoda,260.0
25-04-2025,beans,Peliyagoda,450.0
25-04-2025,beans,Kandy,375.0
25-04-2025,beans,Dambulla,400.0
25-04-2025,beans,Meegoda,555.0
25-04-2025,beans,Thambuththegama,500.0
25-04-2025,beans,Keppetipola,475.0
25-04-2025,beans,Nuwaraeliya,500.0
25-04-2025,beans,Bandarawela,475.0
25-04-2025,beans,Veyangoda,475.0
25-04-2025,carrot,Peliyagoda,300.0
25-04-2025,carrot,Kandy,340.0
25-04-2025,carrot,Dambulla,325.0
25-04-2025,carrot,Meegoda,390.0
25-04-2025,carrot,Thambuththegama,415.0
25-04-2025,carrot,Keppetipola,275.0
25-04-2025,carrot,Nuwaraeliya,375.0
25-04-2025,carrot,Bandarawela,335.0
25-04-2025,carrot,Veyangoda,395.0
25-04-2025,beetroot,Peliyagoda,350.0
25-04-2025,beetroot,Kandy,345.0
25-04-2025,beetroot,Dambulla,265.0
25-04-2025,beetroot,Meegoda,360.0
25-04-2025,beetroot,Norochchole,265.0
25-04-2025,beetroot,Thambuththegama,390.0
25-04-2025,beetroot,Veyangoda,300.0
25-04-2025,beetroot,Peliyagoda,425.0
25-04-2025,beetroot,Kandy,365.0
25-04-2025,beetroot,Dambulla,345.0
25-04-2025,beetroot,Keppetipola,310.0
25-04-2025,beetroot,Nuwaraeliya,360.0
25-04-2025,beetroot,Bandarawela,330.0
25-04-2025,cabbage,Kandy,290.0
25-04-2025,cabbage,Meegoda,305.0
25-04-2025,cabbage,Keppetipola,240.0
25-04-2025,cabbage,Nuwaraeliya,280.0
25-04-2025,cabbage,Bandarawela,225.0
25-04-2025,cabbage,Veyangoda,330.0
25-04-2025,cabbage,Peliyagoda,240.0
25-04-2025,cabbage,Kandy,260.0
25-04-2025,cabbage,Dambulla,215.0
25-04-2025,cabbage,Thambuththegama,315.0
25-04-2025,cabbage,Veyangoda,290.0
25-04-2025,tomato,Peliyagoda,550.0
25-04-2025,tomato,Kandy,675.0
25-04-2025,tomato,Dambulla,515.0
25-04-2025,tomato,Meegoda,585.0
25-04-2025,tomato,Thambuththegama,475.0
25-04-2025,tomato,Keppetipola,500.0
25-04-2025,tomato,Nuwaraeliya,525.0
25-04-2025,tomato,Bandarawela,475.0
25-04-2025,tomato,Veyangoda,525.0
25-04-2025,beans,Peliyagoda,300.0
25-04-2025,beans,Kandy,190.0
25-04-2025,beans,Dambulla,190.0
25-04-2025,beans,Meegoda,220.0
25-04-2025,beans,Norochchole,170.0
25-04-2025,beans,Thambuththegama,180.0
25-04-2025,beans,Bandarawela,225.0
25-04-2025,beans,Veyangoda,220.0
26-02-2025,beans,Peliyagoda,170.0
26-02-2025,beans,Kandy,165.0
26-02-2025,beans,Dambulla,175.0
26-02-2025,beans,Meegoda,185.0
26-02-2025,beans,Thambuththegama,190.0
26-02-2025,beans,Keppetipola,130.0
26-02-2025,beans,Nuwaraeliya,190.0
26-02-2025,beans,Bandarawela,130.0
26-02-2025,beans,Veyangoda,200.0
26-02-2025,carrot,Peliyagoda,650.0
26-02-2025,carrot,Kandy,825.0
26-02-2025,carrot,Dambulla,800.0
26-02-2025,carrot,Meegoda,840.0
26-02-2025,carrot,Thambuththegama,850.0
26-02-2025,carrot,Keppetipola,475.0
26-02-2025,carrot,Nuwaraeliya,720.0
26-02-2025,carrot,Bandarawela,575.0
26-02-2025,carrot,Veyangoda,825.0
26-02-2025,beetroot,Peliyagoda,175.0
26-02-2025,beetroot,Kandy,165.0
26-02-2025,beetroot,Dambulla,125.0
26-02-2025,beetroot,Meegoda,160.0
26-02-2025,beetroot,Norochchole,130.0
26-02-2025,beetroot,Thambuththegama,175.0
26-02-2025,beetroot,Veyangoda,175.0
26-02-2025,beetroot,Kandy,235.0
26-02-2025,beetroot,Dambulla,170.0
26-02-2025,beetroot,Keppetipola,180.0
26-02-2025,beetroot,Nuwaraeliya,215.0
26-02-2025,beetroot,Bandarawela,230.0
26-02-2025,cabbage,Kandy,310.0
26-02-2025,cabbage,Meegoda,310.0
26-02-2025,cabbage,Keppetipola,280.0
26-02-2025,cabbage,Nuwaraeliya,315.0
26-02-2025,cabbage,Bandarawela,250.0
26-02-2025,cabbage,Veyangoda,325.0
26-02-2025,cabbage,Peliyagoda,270.0
26-02-2025,cabbage,Kandy,280.0
26-02-2025,cabbage,Dambulla,300.0
26-02-2025,cabbage,Norochchole,275.0
26-02-2025,cabbage,Thambuththegama,325.0
26-02-2025,cabbage,Veyangoda,305.0
26-02-2025,tomato,Peliyagoda,110.0
26-02-2025,tomato,Kandy,90.0
26-02-2025,tomato,Dambulla,95.0
26-02-2025,tomato,Meegoda,110.0
26-02-2025,tomato,Norochchole,75.0
26-02-2025,tomato,Thambuththegama,110.0
26-02-2025,tomato,Keppetipola,90.0
26-02-2025,tomato,Nuwaraeliya,105.0
26-02-2025,tomato,Bandarawela,95.0
26-02-2025,tomato,Veyangoda,105.0
26-02-2025,beans,Peliyagoda,125.0
26-02-2025,beans,Kandy,130.0
26-02-2025,beans,Dambulla,110.0
26-02-2025,beans,Meegoda,150.0
26-02-2025,beans,Norochchole,90.0
26-02-2025,beans,Thambuththegama,100.0
26-02-2025,beans,Bandarawela,115.0
26-02-2025,beans,Veyangoda,140.0
26-03-2025,beans,Peliyagoda,500.0
26-03-2025,beans,Kandy,475.0
26-03-2025,beans,Dambulla,440.0
26-03-2025,beans,Meegoda,505.0
26-03-2025,beans,Thambuththegama,515.0
26-03-2025,beans,Keppetipola,425.0
26-03-2025,beans,Nuwaraeliya,445.0
26-03-2025,beans,Bandarawela,475.0
26-03-2025,beans,Veyangoda,480.0
26-03-2025,carrot,Peliyagoda,550.0
26-03-2025,carrot,Kandy,575.0
26-03-2025,carrot,Dambulla,550.0
26-03-2025,carrot,Meegoda,650.0
26-03-2025,carrot,Thambuththegama,685.0
26-03-2025,carrot,Keppetipola,525.0
26-03-2025,carrot,Nuwaraeliya,565.0
26-03-2025,carrot,Bandarawela,525.0
26-03-2025,carrot,Veyangoda,600.0
26-03-2025,beetroot,Peliyagoda,135.0
26-03-2025,beetroot,Kandy,145.0
26-03-2025,beetroot,Dambulla,135.0
26-03-2025,beetroot,Meegoda,150.0
26-03-2025,beetroot,Norochchole,125.0
26-03-2025,beetroot,Thambuththegama,155.0
26-03-2025,beetroot,Veyangoda,140.0
26-03-2025,beetroot,Peliyagoda,185.0
26-03-2025,beetroot,Kandy,190.0
26-03-2025,beetroot,Dambulla,170.0
26-03-2025,beetroot,Keppetipola,155.0
26-03-2025,beetroot,Nuwaraeliya,115.0
26-03-2025,beetroot,Bandarawela,165.0
26-03-2025,cabbage,Kandy,270.0
26-03-2025,cabbage,Meegoda,250.0
26-03-2025,cabbage,Keppetipola,170.0
26-03-2025,cabbage,Nuwaraeliya,245.0
26-03-2025,cabbage,Bandarawela,165.0
26-03-2025,cabbage,Veyangoda,265.0
26-03-2025,cabbage,Peliyagoda,265.0
26-03-2025,cabbage,Kandy,240.0
26-03-2025,cabbage,Dambulla,200.0
26-03-2025,cabbage,Thambuththegama,260.0
26-03-2025,cabbage,Veyangoda,240.0
26-03-2025,tomato,Peliyagoda,200.0
26-03-2025,tomato,Kandy,165.0
26-03-2025,tomato,Dambulla,140.0
26-03-2025,tomato,Meegoda,180.0
26-03-2025,tomato,Norochchole,145.0
26-03-2025,tomato,Thambuththegama,110.0
26-03-2025,tomato,Keppetipola,175.0
26-03-2025,tomato,Nuwaraeliya,190.0
26-03-2025,tomato,Bandarawela,170.0
26-03-2025,tomato,Veyangoda,180.0
26-03-2025,beans,Peliyagoda,260.0
26-03-2025,beans,Kandy,265.0
26-03-2025,beans,Dambulla,215.0
26-03-2025,beans,Meegoda,260.0
26-03-2025,beans,Norochchole,190.0
26-03-2025,beans,Thambuththegama,180.0
26-03-2025,beans,Bandarawela,265.0
26-03-2025,beans,Veyangoda,240.0
26-04-2025,beans,Peliyagoda,500.0
26-04-2025,beans,Kandy,425.0
26-04-2025,beans,Dambulla,450.0
26-04-2025,beans,Meegoda,565.0
26-04-2025,beans,Thambuththegama,500.0
26-04-2025,beans,Keppetipola,490.0
26-04-2025,beans,Nuwaraeliya,525.0
26-04-2025,beans,Bandarawela,475.0
26-04-2025,beans,Veyangoda,450.0
26-04-2025,carrot,Peliyagoda,325.0
26-04-2025,carrot,Kandy,340.0
26-04-2025,carrot,Dambulla,385.0
26-04-2025,carrot,Meegoda,390.0
26-04-2025,carrot,Thambuththegama,410.0
26-04-2025,carrot,Keppetipola,335.0
26-04-2025,carrot,Nuwaraeliya,375.0
26-04-2025,carrot,Bandarawela,325.0
26-04-2025,carrot,Veyangoda,385.0
26-04-2025,beetroot,Peliyagoda,330.0
26-04-2025,beetroot,Kandy,325.0
26-04-2025,beetroot,Dambulla,315.0
26-04-2025,beetroot,Meegoda,340.0
26-04-2025,beetroot,Norochchole,250.0
26-04-2025,beetroot,Thambuththegama,350.0
26-04-2025,beetroot,Veyangoda,300.0
26-04-2025,beetroot,Peliyagoda,425.0
26-04-2025,beetroot,Kandy,355.0
26-04-2025,beetroot,Dambulla,365.0
26-04-2025,beetroot,Keppetipola,275.0
26-04-2025,beetroot,Nuwaraeliya,360.0
26-04-2025,beetroot,Bandarawela,330.0
26-04-2025,cabbage,Kandy,290.0
26-04-2025,cabbage,Meegoda,305.0
26-04-2025,cabbage,Keppetipola,210.0
26-04-2025,cabbage,Nuwaraeliya,315.0
26-04-2025,cabbage,Bandarawela,225.0
26-04-2025,cabbage,Veyangoda,315.0
26-04-2025,cabbage,Peliyagoda,275.0
26-04-2025,cabbage,Kandy,260.0
26-04-2025,cabbage,Dambulla,225.0
26-04-2025,cabbage,Thambuththegama,325.0
26-04-2025,cabbage,Veyangoda,290.0
26-04-2025,tomato,Peliyagoda,575.0
26-04-2025,tomato,Kandy,675.0
26-04-2025,tomato,Dambulla,525.0
26-04-2025,tomato,Meegoda,560.0
26-04-2025,tomato,Thambuththegama,475.0
26-04-2025,tomato,Keppetipola,500.0
26-04-2025,tomato,Nuwaraeliya,540.0
26-04-2025,tomato,Bandarawela,485.0
26-04-2025,tomato,Veyangoda,560.0
26-04-2025,beans,Peliyagoda,315.0
26-04-2025,beans,Kandy,240.0
26-04-2025,beans,Dambulla,175.0
26-04-2025,beans,Meegoda,240.0
26-04-2025,beans,Norochchole,225.0
26-04-2025,beans,Thambuththegama,200.0
26-04-2025,beans,Bandarawela,225.0
26-04-2025,beans,Veyangoda,220.0
27-02-2025,beans,Peliyagoda,150.0
27-02-2025,beans,Kandy,160.0
27-02-2025,beans,Dambulla,140.0
27-02-2025,beans,Meegoda,175.0
27-02-2025,beans,Thambuththegama,190.0
27-02-2025,beans,Keppetipola,125.0
27-02-2025,beans,Nuwaraeliya,140.0
27-02-2025,beans,Bandarawela,115.0
27-02-2025,beans,Veyangoda,170.0
27-02-2025,carrot,Peliyagoda,575.0
27-02-2025,carrot,Kandy,775.0
27-02-2025,carrot,Dambulla,600.0
27-02-2025,carrot,Meegoda,640.0
27-02-2025,carrot,Thambuththegama,750.0
27-02-2025,carrot,Keppetipola,475.0
27-02-2025,carrot,Nuwaraeliya,620.0
27-02-2025,carrot,Bandarawela,540.0
27-02-2025,carrot,Veyangoda,640.0
27-02-2025,beetroot,Peliyagoda,185.0
27-02-2025,beetroot,Kandy,150.0
27-02-2025,beetroot,Dambulla,120.0
27-02-2025,beetroot,Meegoda,160.0
27-02-2025,beetroot,Norochchole,125.0
27-02-2025,beetroot,Thambuththegama,170.0
27-02-2025,beetroot,Veyangoda,160.0
27-02-2025,beetroot,Kandy,210.0
27-02-2025,beetroot,Dambulla,165.0
27-02-2025,beetroot,Keppetipola,170.0
27-02-2025,beetroot,Nuwaraeliya,205.0
27-02-2025,beetroot,Bandarawela,185.0
27-02-2025,cabbage,Kandy,310.0
27-02-2025,cabbage,Meegoda,310.0
